iso_code,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,stringency_index,population,median_age,gdp_per_capita,female_smokers,male_smokers,hospital_beds_per_thousand,life_expectancy,human_development_index,oecd_mei_index
DEU,Germany,2020-08,244802.0,34403.0,33426.854999999996,9303.0,156.0,159.713,2921.825,410.615,398.962,111.036,1.8650000000000007,1.9040000000000001,1.1729032258064513,57.92709677419358,83783945.0,46.6,45229.245,28.2,33.1,8.0,81.33,0.947,99.6411617814926
DEU,Germany,2020-09,292913.0,48111.0,45457.997,9495.0,192.0,172.57500000000002,3496.052,574.2249999999999,542.5629999999999,113.327,2.294,2.059,1.1293333333333335,50.49633333333331,83783945.0,46.6,45229.245,28.2,33.1,8.0,81.33,0.947,99.8146242287332
DEU,Germany,2020-10,531790.0,238877.0,195776.85599999994,10483.0,988.0,773.569,6347.159,2851.105,2336.6899999999996,125.119,11.791,9.232999999999999,1.4093548387096773,55.21483870967744,83783945.0,46.6,45229.245,28.2,33.1,8.0,81.33,0.947,99.9543701402906
DEU,Germany,2020-11,1069912.0,538122.0,544967.2839999999,16694.0,6211.0,5600.428,12769.893,6422.733000000002,6504.435000000001,199.251,74.13300000000001,66.846,1.129,64.0253333333333,83783945.0,46.6,45229.245,28.2,33.1,8.0,81.33,0.947,100.050841892041
DEU,Germany,2020-12,1760520.0,690608.0,658627.5719999999,33791.0,17097.0,15626.002,21012.618,8242.725000000002,7861.026000000002,403.311,204.06,186.504,1.0416129032258061,75.23903225806454,83783945.0,46.6,45229.245,28.2,33.1,8.0,81.33,0.947,100.128855488352
DEU,Germany,2021-01,2225659.0,465139.0,506694.714,57163.0,23372.0,23917.857,26564.266,5551.65,6047.635000000001,682.267,278.95500000000004,285.47399999999993,0.9103225806451614,83.5112903225806,83783945.0,46.6,45229.245,28.2,33.1,8.0,81.33,0.947,100.161730183385
GRC,Greece,2020-05,2917.0,326.0,363.4270000000002,175.0,35.0,38.714999999999996,279.86,31.278000000000002,34.86799999999998,16.79,3.3600000000000017,3.716000000000001,0.8467741935483871,70.75935483870968,10423056.0,45.3,24574.382,35.3,52.0,4.21,82.24,0.888,96.2758388137091
GRC,Greece,2020-06,3409.0,492.0,455.85799999999995,192.0,17.0,17.001000000000005,327.063,47.202000000000005,43.736,18.421,1.6320000000000003,1.6320000000000003,1.2026666666666666,48.148666666666664,10423056.0,45.3,24574.382,35.3,52.0,4.21,82.24,0.888,96.6602507866717
GRC,Greece,2020-07,4477.0,1068.0,937.7130000000001,206.0,14.0,11.86,429.529,102.46600000000001,89.963,19.764,1.344,1.142,1.25,52.93000000000002,10423056.0,45.3,24574.382,35.3,52.0,4.21,82.24,0.888,97.7684949465822
GRC,Greece,2020-08,10317.0,5840.0,5421.002,266.0,60.0,53.138999999999996,989.825,560.2969999999999,520.096,25.52,5.76,5.1000000000000005,1.3154838709677419,52.43677419354838,10423056.0,45.3,24574.382,35.3,52.0,4.21,82.24,0.888,97.8330634474665
GRC,Greece,2020-09,18475.0,8158.0,7784.427,391.0,125.0,122.856,1772.513,782.6859999999999,746.848,37.513,11.998000000000003,11.788000000000002,1.119,57.083000000000034,10423056.0,45.3,24574.382,35.3,52.0,4.21,82.24,0.888,97.8541603400728
GRC,Greece,2020-10,39251.0,20776.0,16966.998,626.0,235.0,222.858,3765.786,1993.275,1627.8339999999996,60.059,22.549,21.382,1.2741935483870968,56.434193548387114,10423056.0,45.3,24574.382,35.3,52.0,4.21,82.24,0.888,97.9012667093708
GRC,Greece,2020-11,105271.0,66020.0,66323.42800000001,2406.0,1780.0,1508.285,10099.821,6334.032999999999,6363.147000000001,230.834,170.77599999999998,144.70600000000002,1.1393333333333333,75.52233333333335,10423056.0,45.3,24574.382,35.3,52.0,4.21,82.24,0.888,97.9545862989848
GRC,Greece,2020-12,138850.0,33579.0,35649.57099999999,4838.0,2432.0,2560.5730000000003,13321.429,3221.608,3420.2649999999994,464.163,233.327,245.66400000000002,0.8325806451612904,83.54387096774198,10423056.0,45.3,24574.382,35.3,52.0,4.21,82.24,0.888,98.0681641713401
GRC,Greece,2021-01,156957.0,18107.0,18361.143,5796.0,958.0,1067.7150000000004,15058.635,1737.2070000000003,1761.5899999999997,556.075,91.91299999999998,102.437,0.9883870967741935,81.75354838709674,10423056.0,45.3,24574.382,35.3,52.0,4.21,82.24,0.888,98.2911428762548
HUN,Hungary,2020-05,3876.0,1101.0,1228.571,526.0,214.0,227.429,401.228,113.97,127.17500000000001,54.449,22.156000000000002,23.544999999999998,0.774838709677419,67.65516129032261,9660350.0,43.4,26777.561,26.8,34.8,7.02,76.88,0.854,91.7769578008594
HUN,Hungary,2020-06,4155.0,279.0,317.71299999999997,585.0,59.0,69.858,430.109,28.884000000000004,32.88900000000001,60.557,6.113999999999999,7.232000000000002,0.7153333333333334,58.703333333333376,9660350.0,43.4,26777.561,26.8,34.8,7.02,76.88,0.854,94.407762524306
HUN,Hungary,2020-07,4505.0,350.0,324.714,596.0,11.0,16.0,466.339,36.23199999999999,33.611999999999995,61.695,1.141,1.6589999999999991,1.1948387096774196,54.630000000000045,9660350.0,43.4,26777.561,26.8,34.8,7.02,76.88,0.854,95.039247696117
HUN,Hungary,2020-08,6139.0,1634.0,1134.999,615.0,19.0,18.141,635.484,169.14700000000002,117.48800000000001,63.662,1.9710000000000005,1.8800000000000001,1.5019354838709678,50.86354838709676,9660350.0,43.4,26777.561,26.8,34.8,7.02,76.88,0.854,95.3453758284041
HUN,Hungary,2020-09,26461.0,20322.0,18285.711,765.0,150.0,123.573,2739.135,2103.649,1892.8639999999998,79.19,15.532000000000002,12.794,1.52,43.826666666666675,9660350.0,43.4,26777.561,26.8,34.8,7.02,76.88,0.854,95.3659823315101
HUN,Hungary,2020-10,75321.0,48860.0,42583.426999999996,1750.0,985.0,847.0010000000001,7796.922,5057.788,4408.061000000001,181.153,101.963,87.67699999999999,1.2448387096774192,40.74,9660350.0,43.4,26777.561,26.8,34.8,7.02,76.88,0.854,95.4403640760062
HUN,Hungary,2020-11,217122.0,141801.0,132309.43000000002,4823.0,3073.0,2804.714,22475.583,14678.662,13696.130999999998,499.257,318.101,290.332,1.1786666666666668,66.17166666666668,9660350.0,43.4,26777.561,26.8,34.8,7.02,76.88,0.854,95.5571781531154
HUN,Hungary,2020-12,322514.0,105392.0,118638.71600000001,9537.0,4714.0,4789.144,33385.333,10909.75,12280.995,987.231,487.9749999999998,495.753,0.8309677419354838,72.22,9660350.0,43.4,26777.561,26.8,34.8,7.02,76.88,0.854,95.698995781884
HUN,Hungary,2021-01,367586.0,45072.0,46216.71299999999,12524.0,2987.0,3105.286,38051.002,4665.669,4784.165,1296.433,309.20300000000015,321.4460000000001,0.8793548387096773,72.22,9660350.0,43.4,26777.561,26.8,34.8,7.02,76.88,0.854,95.7867664226866
ISL,Iceland,2020-05,1806.0,9.0,11.863000000000001,10.0,0.0,0.0,5292.308,26.371,34.747000000000014,29.304,0.0,0.0,0.42451612903225816,48.05709677419353,341250.0,37.3,46482.958,14.3,15.2,2.91,82.99,0.949,93.4574202365612
ISL,Iceland,2020-06,1824.0,18.0,15.286,10.0,0.0,0.0,5345.055,52.74499999999999,44.796,29.304,0.0,0.0,0.8219999999999998,39.80999999999997,341250.0,37.3,46482.958,14.3,15.2,2.91,82.99,0.949,93.827215500478
ISL,Iceland,2020-07,1885.0,61.0,39.575,10.0,0.0,0.0,5523.81,178.753,115.959,29.304,0.0,0.0,1.1809677419354838,40.019354838709646,341250.0,37.3,46482.958,14.3,15.2,2.91,82.99,0.949,95.139148887877
ISL,Iceland,2020-08,2107.0,222.0,232.999,10.0,0.0,0.0,6174.359,650.5480000000001,682.782,29.304,0.0,0.0,1.1841935483870971,46.299999999999976,341250.0,37.3,46482.958,14.3,15.2,2.91,82.99,0.949,95.3824317401416
ISL,Iceland,2020-09,2728.0,621.0,533.285,10.0,0.0,0.0,7994.139,1819.7809999999995,1562.7430000000004,29.304,0.0,0.0,1.4686666666666668,39.628000000000014,341250.0,37.3,46482.958,14.3,15.2,2.91,82.99,0.949,94.6288189063074
ISL,Iceland,2020-10,4865.0,2137.0,2027.8569999999997,12.0,2.0,1.573,14256.41,6262.272999999999,5942.437999999999,35.165,5.86,4.608999999999999,1.1300000000000001,41.81580645161288,341250.0,37.3,46482.958,14.3,15.2,2.91,82.99,0.949,94.3955841968344
ISL,Iceland,2020-11,5392.0,527.0,692.1410000000001,26.0,14.0,14.429000000000006,15800.733,1544.3190000000002,2028.2569999999998,76.19,41.024,42.28399999999998,0.7586666666666664,52.77999999999998,341250.0,37.3,46482.958,14.3,15.2,2.91,82.99,0.949,94.3833249855427
ISL,Iceland,2020-12,5754.0,362.0,370.8570000000001,29.0,3.0,2.430999999999999,16861.538,1060.8039999999999,1086.761,84.982,8.790000000000001,7.122999999999997,0.9738709677419356,52.77999999999998,341250.0,37.3,46482.958,14.3,15.2,2.91,82.99,0.949,94.3784192990069
ISL,Iceland,2021-01,6002.0,248.0,281.4270000000001,29.0,0.0,0.572,17588.278,726.7379999999999,824.7020000000003,84.982,0.0,1.676,0.8538709677419357,46.86129032258068,341250.0,37.3,46482.958,14.3,15.2,2.91,82.99,0.949,94.3830308264235
IRL,Ireland,2020-05,24990.0,4378.0,5353.571,1652.0,420.0,513.144,5060.962,886.6309999999999,1084.2029999999997,334.562,85.05900000000001,103.92300000000002,0.5974193548387094,87.39354838709674,4937796.0,38.7,67335.293,23.0,25.7,2.96,82.3,0.955,93.9678562644154
IRL,Ireland,2020-06,25473.0,483.0,593.4280000000001,1736.0,84.0,97.712,5158.779,97.81599999999999,120.18199999999999,351.574,17.016,19.788000000000007,0.6263333333333332,68.14633333333337,4937796.0,38.7,67335.293,23.0,25.7,2.96,82.3,0.955,97.2948826075779
IRL,Ireland,2020-07,26065.0,592.0,511.287,1763.0,27.0,31.85300000000001,5278.671,119.892,103.545,357.042,5.4719999999999995,6.454999999999997,1.2293548387096773,38.89000000000001,4937796.0,38.7,67335.293,23.0,25.7,2.96,82.3,0.955,99.0393517615344
IRL,Ireland,2020-08,28811.0,2746.0,2611.571,1777.0,14.0,13.29,5834.789,556.117,528.895,359.877,2.837999999999999,2.6909999999999994,1.3499999999999999,60.03387096774192,4937796.0,38.7,67335.293,23.0,25.7,2.96,82.3,0.955,99.3509106708657
IRL,Ireland,2020-09,36155.0,7344.0,6463.567999999999,1804.0,27.0,23.999999999999996,7322.093,1487.3050000000003,1308.9989999999998,365.345,5.473,4.859999999999999,1.2786666666666668,63.91666666666666,4937796.0,38.7,67335.293,23.0,25.7,2.96,82.3,0.955,99.7255678347608
IRL,Ireland,2020-10,61456.0,25301.0,24439.57,1913.0,109.0,95.57,12446.039,5123.948,4949.488000000001,387.42,22.081000000000003,19.354999999999997,1.194516129032258,63.916129032258084,4937796.0,38.7,67335.293,23.0,25.7,2.96,82.3,0.955,100.064067012707
IRL,Ireland,2020-11,72544.0,11088.0,12261.284,2053.0,140.0,145.567,14691.575,2245.5359999999996,2483.1479999999997,415.773,28.358999999999995,29.483999999999988,0.8026666666666666,81.48,4937796.0,38.7,67335.293,23.0,25.7,2.96,82.3,0.955,100.33626492793
IRL,Ireland,2020-12,91779.0,19235.0,15836.144,2237.0,184.0,169.143,18587.038,3895.4620000000004,3207.128,453.036,37.267,34.25399999999999,1.3406451612903227,74.52129032258067,4937796.0,38.7,67335.293,23.0,25.7,2.96,82.3,0.955,100.638423099476
IRL,Ireland,2021-01,196547.0,104768.0,105064.71700000003,3307.0,1070.0,952.0010000000002,39804.601,21217.563000000002,21277.651999999995,669.732,216.697,192.797,1.1109677419354835,86.44096774193551,4937796.0,38.7,67335.293,23.0,25.7,2.96,82.3,0.955,100.939044599287
ITA,Italy,2020-05,232997.0,27534.0,32214.29,33415.0,5448.0,6149.716,3853.621,455.3969999999999,532.8049999999998,552.663,90.107,101.71199999999997,0.6712903225806452,66.57677419354843,60461828.0,47.9,35220.084,19.8,27.8,3.18,83.51,0.892,93.4596955735846
ITA,Italy,2020-06,240578.0,7581.0,8434.86,34767.0,1352.0,1566.43,3979.006,125.38499999999999,139.50600000000003,575.024,22.35899999999999,25.907999999999998,0.8423333333333333,52.038333333333306,60461828.0,47.9,35220.084,19.8,27.8,3.18,83.51,0.892,96.7004441126153
ITA,Italy,2020-07,247537.0,6959.0,6527.144,35141.0,374.0,407.28299999999996,4094.104,115.09500000000001,107.95799999999998,581.21,6.186000000000002,6.736999999999999,1.0277419354838708,55.973225806451616,60461828.0,47.9,35220.084,19.8,27.8,3.18,83.51,0.892,97.8871295474397
ITA,Italy,2020-08,269214.0,21677.0,18732.856,35483.0,342.0,346.43,4452.628,358.523,309.8299999999999,586.866,5.656,5.733000000000001,1.3374193548387094,52.09258064516131,60461828.0,47.9,35220.084,19.8,27.8,3.18,83.51,0.892,98.784907073885
ITA,Italy,2020-09,314861.0,45647.0,44344.431,35894.0,411.0,369.14300000000003,5207.6,754.9720000000001,733.4310000000002,593.664,6.796,6.1049999999999995,1.126333333333333,50.43100000000002,60461828.0,47.9,35220.084,19.8,27.8,3.18,83.51,0.892,99.1453647523644
ITA,Italy,2020-10,679430.0,364569.0,285578.002,38618.0,2724.0,2089.712,11237.338,6029.737,4723.273999999999,638.717,45.05199999999999,34.564,1.5729032258064513,55.88580645161292,60461828.0,47.9,35220.084,19.8,27.8,3.18,83.51,0.892,99.4203052843599
ITA,Italy,2020-11,1601554.0,922124.0,938348.2849999997,55576.0,16958.0,15602.998,26488.68,15251.342999999999,15519.680999999999,919.192,280.47299999999996,258.06499999999994,1.0686666666666667,77.09933333333339,60461828.0,47.9,35220.084,19.8,27.8,3.18,83.51,0.892,99.452323094354
ITA,Italy,2020-12,2107166.0,505612.0,527739.427,74159.0,18583.0,19051.715,34851.179,8362.499,8728.473999999998,1226.542,307.35,315.104,0.8767741935483869,80.46677419354845,60461828.0,47.9,35220.084,19.8,27.8,3.18,83.51,0.892,99.4982001639247
ITA,Italy,2021-01,2553032.0,445866.0,453205.57100000005,88516.0,14357.0,14737.144,42225.518,7374.337,7495.73,1463.998,237.45499999999998,243.74199999999996,0.9661290322580645,80.01612903225805,60461828.0,47.9,35220.084,19.8,27.8,3.18,83.51,0.892,99.5554805594682
JPN,Japan,2020-05,16751.0,2467.0,2999.8559999999998,898.0,417.0,461.1430000000001,132.444,19.506,23.719999999999995,7.1,3.2950000000000017,3.6460000000000004,0.5932258064516129,41.90451612903227,126476458.0,48.2,39002.223,11.2,33.7,13.05,84.63,0.919,97.8678011598446
JPN,Japan,2020-06,18615.0,1864.0,1664.4279999999999,972.0,74.0,92.286,147.182,14.736999999999998,13.159000000000002,7.685,0.589,0.7300000000000004,1.1783333333333335,27.77666666666665,126476458.0,48.2,39002.223,11.2,33.7,13.05,84.63,0.919,97.9916606025245
JPN,Japan,2020-07,36234.0,17619.0,14337.001,1008.0,36.0,30.427999999999997,286.488,139.306,113.35600000000002,7.97,0.28700000000000014,0.24300000000000016,1.5370967741935486,27.990322580645152,126476458.0,48.2,39002.223,11.2,33.7,13.05,84.63,0.919,98.5415849734566
JPN,Japan,2020-08,68396.0,32162.0,33753.712999999996,1298.0,290.0,255.142,540.78,254.29199999999994,266.878,10.263,2.294,2.019,0.9787096774193551,32.70838709677417,126476458.0,48.2,39002.223,11.2,33.7,13.05,84.63,0.919,99.0563511386608
JPN,Japan,2020-09,83591.0,15195.0,15714.856,1575.0,277.0,298.42999999999995,660.921,120.138,124.25199999999997,12.453,2.191,2.359,0.8920000000000001,33.058666666666674,126476458.0,48.2,39002.223,11.2,33.7,13.05,84.63,0.919,99.2623170078099
JPN,Japan,2020-10,101327.0,17736.0,16934.569,1769.0,194.0,183.285,801.153,140.232,133.893,13.987,1.5380000000000003,1.4480000000000002,1.0683870967741937,33.03774193548389,126476458.0,48.2,39002.223,11.2,33.7,13.05,84.63,0.919,99.4352578412873
JPN,Japan,2020-11,148962.0,47635.0,43626.571,2076.0,307.0,282.56899999999996,1177.784,376.631,344.942,16.414,2.427,2.237,1.274,36.66999999999999,126476458.0,48.2,39002.223,11.2,33.7,13.05,84.63,0.919,99.6134737804722
JPN,Japan,2020-12,235811.0,86849.0,82039.85800000001,3292.0,1216.0,1130.8560000000002,1864.466,686.682,648.659,26.029,9.613000000000001,8.939999999999998,1.1158064516129036,46.894516129032276,126476458.0,48.2,39002.223,11.2,33.7,13.05,84.63,0.919,99.7841681921438
JPN,Japan,2021-01,390166.0,154355.0,155351.85299999997,5753.0,2461.0,2336.2870000000003,3084.89,1220.4249999999997,1228.3039999999999,45.487,19.458999999999996,18.471999999999998,1.048709677419355,49.3606451612903,126476458.0,48.2,39002.223,11.2,33.7,13.05,84.63,0.919,99.879791790863
NLD,Netherlands,2020-05,46645.0,7133.0,7895.282999999999,5975.0,1164.0,1365.43,2722.226,416.2860000000001,460.77299999999997,348.704,67.932,79.687,0.7319354838709677,72.10387096774193,17134873.0,43.2,48472.545,24.4,27.3,3.32,82.28,0.944,95.2315990728603
NLD,Netherlands,2020-06,50483.0,3838.0,4131.142,6132.0,157.0,204.569,2946.214,223.986,241.09500000000006,357.867,9.162000000000003,11.937,0.8473333333333334,60.98666666666667,17134873.0,43.2,48472.545,24.4,27.3,3.32,82.28,0.944,97.240866930713
NLD,Netherlands,2020-07,54590.0,4107.0,3452.4280000000003,6166.0,34.0,42.287,3185.9,239.68400000000005,201.487,359.851,1.9820000000000004,2.468,1.2222580645161292,39.80999999999997,17134873.0,43.2,48472.545,24.4,27.3,3.32,82.28,0.944,98.4783021039818
NLD,Netherlands,2020-08,73232.0,18642.0,17796.857,6252.0,86.0,80.287,4273.857,1087.958,1038.633,364.87,5.018,4.680999999999999,1.2483870967741935,44.831935483870964,17134873.0,43.2,48472.545,24.4,27.3,3.32,82.28,0.944,98.6856176042892
NLD,Netherlands,2020-09,125988.0,52756.0,45172.285,6457.0,205.0,169.143,7352.724,3078.869,2636.2809999999995,376.834,11.963000000000001,9.869,1.3406666666666665,50.83666666666667,17134873.0,43.2,48472.545,24.4,27.3,3.32,82.28,0.944,98.7663936107148
NLD,Netherlands,2020-10,357640.0,231652.0,210710.86,7459.0,1002.0,856.2840000000001,20872.054,13519.331,12297.193,435.311,58.476,49.97200000000001,1.2716129032258066,62.03999999999998,17134873.0,43.2,48472.545,24.4,27.3,3.32,82.28,0.944,98.865478449442
NLD,Netherlands,2020-11,531930.0,174290.0,189335.00300000003,9453.0,1994.0,2040.285,31043.708,10171.658,11049.687000000002,551.682,116.37299999999998,119.07600000000001,0.9016666666666666,62.592000000000006,17134873.0,43.2,48472.545,24.4,27.3,3.32,82.28,0.944,99.1448404547569
NLD,Netherlands,2020-12,808382.0,276452.0,264897.427,11525.0,2072.0,1909.7109999999998,47177.589,16133.881000000005,15459.550999999998,672.605,120.91999999999999,111.45299999999997,1.1219354838709679,68.42645161290325,17134873.0,43.2,48472.545,24.4,27.3,3.32,82.28,0.944,99.5018129254568
NLD,Netherlands,2021-01,992075.0,183693.0,197730.71499999997,14108.0,2583.0,2690.4259999999995,57898.007,10720.415999999997,11539.664999999999,823.35,150.746,157.01699999999997,0.8548387096774195,79.77709677419355,17134873.0,43.2,48472.545,24.4,27.3,3.32,82.28,0.944,99.8089168919746
NOR,Norway,2020-05,8440.0,702.0,808.8540000000003,236.0,26.0,31.433,1556.839,129.49099999999996,149.202,43.532,4.790000000000001,5.798999999999998,0.7116129032258065,61.85516129032255,5421242.0,39.7,64800.057,19.6,20.7,3.6,82.4,0.957,97.0387941336387
NOR,Norway,2020-06,8879.0,439.0,427.431,250.0,14.0,13.572999999999999,1637.817,80.97399999999998,78.84499999999998,46.115,2.579,2.5049999999999994,0.98,42.531,5421242.0,39.7,64800.057,19.6,20.7,3.6,82.4,0.957,97.9368745725993
NOR,Norway,2020-07,9240.0,361.0,325.7130000000001,255.0,5.0,5.862999999999999,1704.406,66.592,60.081999999999994,47.037,0.9199999999999999,1.082,1.1196774193548389,40.74,5421242.0,39.7,64800.057,19.6,20.7,3.6,82.4,0.957,98.5336805394686
NOR,Norway,2020-08,10782.0,1542.0,1426.8590000000002,264.0,9.0,9.002,1988.843,284.434,263.19699999999995,48.697,1.6589999999999998,1.6579999999999997,1.3093548387096776,39.753548387096785,5421242.0,39.7,64800.057,19.6,20.7,3.6,82.4,0.957,99.0836661138186
NOR,Norway,2020-09,14027.0,3245.0,3126.857,274.0,10.0,7.718,2587.414,598.572,576.7790000000001,50.542,1.843,1.4199999999999997,1.1600000000000001,36.11,5421242.0,39.7,64800.057,19.6,20.7,3.6,82.4,0.957,99.2999041171951
NOR,Norway,2020-10,20331.0,6304.0,5419.572,282.0,8.0,8.718999999999998,3750.248,1162.8359999999998,999.6920000000001,52.018,1.4719999999999998,1.605,1.238064516129032,34.56032258064514,5421242.0,39.7,64800.057,19.6,20.7,3.6,82.4,0.957,99.7123486003686
NOR,Norway,2020-11,36150.0,15819.0,15929.572,332.0,50.0,42.72,6668.214,2917.9680000000008,2938.3640000000005,61.241,9.222,7.879,1.127333333333333,53.828666666666656,5421242.0,39.7,64800.057,19.6,20.7,3.6,82.4,0.957,100.067632164389
NOR,Norway,2020-12,49567.0,13417.0,12710.714,436.0,104.0,105.00200000000001,9143.108,2474.893,2344.6150000000002,80.424,19.182999999999996,19.368000000000002,1.016774193548387,56.01999999999999,5421242.0,39.7,64800.057,19.6,20.7,3.6,82.4,0.957,100.330845468188
NOR,Norway,2021-01,62966.0,13399.0,14436.43,564.0,128.0,129.43,11614.682,2471.5749999999994,2662.937,104.035,23.61,23.874,0.9232258064516127,64.83032258064517,5421242.0,39.7,64800.057,19.6,20.7,3.6,82.4,0.957,100.453076926197
POL,Poland,2020-05,23786.0,10909.0,10870.857,1064.0,420.0,470.572,628.484,288.244,287.234,28.113,11.094999999999999,12.433000000000002,1.0238709677419355,81.53838709677419,37846605.0,41.8,27216.445,23.3,33.1,6.62,78.73,0.88,93.7253066984255
POL,Poland,2020-06,34393.0,10607.0,10855.431,1463.0,399.0,391.99800000000005,908.747,280.26300000000003,286.827,38.656,10.545000000000002,10.357000000000001,0.9676666666666666,52.593000000000025,37846605.0,41.8,27216.445,23.3,33.1,6.62,78.73,0.88,94.994337883982
POL,Poland,2020-07,45688.0,11295.0,10375.002,1716.0,253.0,256.428,1207.189,298.444,274.13399999999996,45.341,6.687999999999999,6.776000000000001,1.0951612903225805,42.67967741935481,37846605.0,41.8,27216.445,23.3,33.1,6.62,78.73,0.88,96.8136085286505
POL,Poland,2020-08,67372.0,21684.0,21342.427,2039.0,323.0,327.28400000000005,1780.133,572.9449999999999,563.918,53.875,8.533000000000001,8.645,1.087741935483871,39.80999999999997,37846605.0,41.8,27216.445,23.3,33.1,6.62,78.73,0.88,98.3534784051264
POL,Poland,2020-09,91514.0,24142.0,21871.714,2513.0,474.0,422.4280000000001,2418.024,637.8910000000001,577.904,66.4,12.524000000000001,11.161,1.1596666666666664,30.493999999999993,37846605.0,41.8,27216.445,23.3,33.1,6.62,78.73,0.88,99.3067838790237
POL,Poland,2020-10,362731.0,271217.0,215576.85600000003,5631.0,3118.0,2493.7139999999995,9584.241,7166.2159999999985,5696.0650000000005,148.785,82.386,65.889,1.5609677419354835,41.20548387096774,37846605.0,41.8,27216.445,23.3,33.1,6.62,78.73,0.88,99.3617683396048
POL,Poland,2020-11,990811.0,628080.0,651832.859,17150.0,11519.0,11060.86,26179.653,16595.412999999997,17223.022,453.145,304.3599999999999,292.255,1.0563333333333333,74.26,37846605.0,41.8,27216.445,23.3,33.1,6.62,78.73,0.88,99.558186756111
POL,Poland,2020-12,1294878.0,304067.0,312039.428,28554.0,11404.0,11486.145,34213.848,8034.197999999999,8244.847999999998,754.467,301.322,303.4910000000001,0.8632258064516127,75.17935483870967,37846605.0,41.8,27216.445,23.3,33.1,6.62,78.73,0.88,99.7209570397277
POL,Poland,2021-01,1513385.0,218507.0,229302.287,37180.0,8626.0,8894.286,39987.338,5773.490999999999,6058.727999999999,982.387,227.921,235.009,0.9154838709677419,73.5083870967742,37846605.0,41.8,27216.445,23.3,33.1,6.62,78.73,0.88,99.7283296044236
PRT,Portugal,2020-05,32500.0,7455.0,7625.711,1410.0,421.0,444.42999999999995,3187.304,731.121,747.858,138.28,41.287999999999975,43.586000000000006,0.9370967741935485,74.58322580645162,10196707.0,46.2,27936.896,16.3,30.0,3.39,82.05,0.864,90.0955598532922
PRT,Portugal,2020-06,42141.0,9641.0,9563.003,1576.0,166.0,190.0,4132.805,945.5019999999997,937.85,154.56,16.275,18.630000000000003,1.0626666666666666,70.60500000000002,10196707.0,46.2,27936.896,16.3,30.0,3.39,82.05,0.864,94.2008833961846
PRT,Portugal,2020-07,51072.0,8931.0,9301.142,1735.0,159.0,163.573,5008.676,875.8699999999999,912.169,170.153,15.589999999999998,16.035,0.9177419354838707,72.00032258064515,10196707.0,46.2,27936.896,16.3,30.0,3.39,82.05,0.864,95.2307183700387
PRT,Portugal,2020-08,58012.0,6940.0,6540.002,1822.0,87.0,90.571,5689.288,680.6150000000001,641.3840000000002,178.685,8.526000000000002,8.875999999999998,1.0632258064516127,71.76129032258062,10196707.0,46.2,27936.896,16.3,30.0,3.39,82.05,0.864,95.9101220164301
PRT,Portugal,2020-09,75542.0,17530.0,16411.574,1971.0,149.0,137.144,7408.47,1719.1829999999998,1609.4960000000003,193.298,14.608000000000002,13.442,1.2276666666666667,66.0816666666667,10196707.0,46.2,27936.896,16.3,30.0,3.39,82.05,0.864,96.533037856006
PRT,Portugal,2020-10,141279.0,65737.0,55681.14400000001,2507.0,536.0,453.28600000000006,13855.355,6446.888000000002,5460.697999999999,245.864,52.56400000000001,44.455999999999996,1.343225806451613,68.0274193548387,10196707.0,46.2,27936.896,16.3,30.0,3.39,82.05,0.864,96.7956326000593
PRT,Portugal,2020-11,298061.0,156782.0,155531.43,4505.0,1998.0,1876.429,29231.104,15375.750999999998,15253.105999999998,441.809,195.94500000000002,184.02,1.116666666666667,73.04133333333334,10196707.0,46.2,27936.896,16.3,30.0,3.39,82.05,0.864,96.8097407336098
PRT,Portugal,2020-12,413678.0,115617.0,114745.429,6906.0,2401.0,2407.7170000000006,40569.764,11338.660999999998,11253.185,677.277,235.46800000000002,236.124,0.9735483870967742,76.25741935483872,10196707.0,46.2,27936.896,16.3,30.0,3.39,82.05,0.864,96.9422000827554
PRT,Portugal,2021-01,720516.0,306838.0,283670.56999999995,12482.0,5576.0,4910.855,70661.636,30091.873000000003,27819.821999999996,1224.121,546.843,481.611,1.2161290322580645,76.64483870967743,10196707.0,46.2,27936.896,16.3,30.0,3.39,82.05,0.864,97.0553843555624
SVK,Slovakia,2020-05,1521.0,125.0,136.715,28.0,5.0,8.718,278.59,22.892999999999997,25.039,5.129,0.915,1.5910000000000004,0.7141935483870967,73.15000000000005,5459643.0,41.2,30155.152,23.1,37.7,5.82,77.54,0.86,90.7238302067893
SVK,Slovakia,2020-06,1667.0,146.0,130.286,28.0,0.0,0.0,305.331,26.737000000000002,23.862000000000002,5.129,0.0,0.0,1.199,44.380666666666684,5459643.0,41.2,30155.152,23.1,37.7,5.82,77.54,0.86,94.1728040376793
SVK,Slovakia,2020-07,2292.0,625.0,567.7130000000002,29.0,1.0,0.143,419.808,114.47499999999997,103.984,5.312,0.183,0.026,1.3038709677419362,37.51322580645163,5459643.0,41.2,30155.152,23.1,37.7,5.82,77.54,0.86,94.5749663212549
