"iso_code","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"SWE","Sweden","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units",,,98.7243524675786,,
"SWE","Sweden","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units",,,98.662250931326,,
"SWE","Sweden","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units",,,97.6726004791254,,
"SWE","Sweden","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units",,,95.1432641279968,,
"SWE","Sweden","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-05","May-2020","IDX","Index","0","Units",,,95.5614183480655,,
"SWE","Sweden","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units",,,96.9362043078854,,
"SWE","Sweden","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units",,,97.8776149098057,,
"SWE","Sweden","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units",,,98.3427807193682,,
"SWE","Sweden","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units",,,98.8399074646568,,
"SWE","Sweden","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units",,,99.1443873548156,,
"SWE","Sweden","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units",,,99.3914411754578,,
"SWE","Sweden","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-12","Dec-2020","IDX","Index","0","Units",,,99.6292898073092,,
"SWE","Sweden","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-01","Jan-21","IDX","Index","0","Units",,,99.8648236129347,,
"CHE","Switzerland","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units",,,99.1807035056144,,
"CHE","Switzerland","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units",,,98.9873544228452,,
"CHE","Switzerland","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units",,,97.6758288665823,,
"CHE","Switzerland","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units",,,95.5551660070964,,
"CHE","Switzerland","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-05","May-2020","IDX","Index","0","Units",,,93.0375197229761,,
"CHE","Switzerland","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units",,,97.3341379284164,,
"CHE","Switzerland","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units",,,99.4520309045538,,
"CHE","Switzerland","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units",,,100.328623922693,,
"CHE","Switzerland","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units",,,100.57389545914,,
"CHE","Switzerland","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units",,,100.718130638456,,
"CHE","Switzerland","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units",,,100.782701705619,,
"CHE","Switzerland","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-12","Dec-2020","IDX","Index","0","Units",,,100.815944755332,,
"CHE","Switzerland","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-01","Jan-21","IDX","Index","0","Units",,,100.807082450752,,
"TUR","Turkey","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units",,,100.931524100152,,
"TUR","Turkey","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units",,,100.710693899348,,
"TUR","Turkey","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units",,,100.338651375439,,
"TUR","Turkey","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units",,,79.4621702885402,,
"TUR","Turkey","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-05","May-2020","IDX","Index","0","Units",,,91.3332275190924,,
"TUR","Turkey","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units",,,98.880882456661,,
"TUR","Turkey","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units",,,100.196606264465,,
"TUR","Turkey","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units",,,100.678893748708,,
"TUR","Turkey","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units",,,100.823327268234,,
"TUR","Turkey","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units",,,100.866246705558,,
"TUR","Turkey","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units",,,100.820400447103,,
"TUR","Turkey","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-12","Dec-2020","IDX","Index","0","Units",,,100.745907728537,,
"TUR","Turkey","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-01","Jan-21","IDX","Index","0","Units",,,100.672721175561,,
"GBR","United Kingdom","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units",,,97.9678525169932,,
"GBR","United Kingdom","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units",,,98.5023481188788,,
"GBR","United Kingdom","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units",,,95.8247249048992,,
"GBR","United Kingdom","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units",,,86.8617584727706,,
"GBR","United Kingdom","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-05","May-2020","IDX","Index","0","Units",,,88.9394828690668,,
"GBR","United Kingdom","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units",,,94.1891130599548,,
"GBR","United Kingdom","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units",,,98.6076923005607,,
"GBR","United Kingdom","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units",,,99.6987673434188,,
"GBR","United Kingdom","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units",,,99.3593063557453,,
"GBR","United Kingdom","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units",,,99.0640040343535,,
"GBR","United Kingdom","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units",,,98.8318609665106,,
"GBR","United Kingdom","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-12","Dec-2020","IDX","Index","0","Units",,,98.8812002709221,,
"GBR","United Kingdom","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-01","Jan-21","IDX","Index","0","Units",,,98.8393402761602,,
"USA","United States","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units",,,99.2707215068259,,
"USA","United States","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units",,,99.1994175895282,,
"USA","United States","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units",,,97.4760942083809,,
"USA","United States","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units",,,92.128394099326,,
"USA","United States","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-05","May-2020","IDX","Index","0","Units",,,93.8382819802165,,
"USA","United States","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units",,,95.820651662501,,
"USA","United States","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units",,,97.494978597909,,
"USA","United States","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units",,,98.2198899269002,,
"USA","United States","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units",,,98.4469360099258,,
"USA","United States","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units",,,98.7252033731029,,
"USA","United States","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units",,,99.0129844577504,,
"USA","United States","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-12","Dec-2020","IDX","Index","0","Units",,,99.2973398094456,,
"USA","United States","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-01","Jan-21","IDX","Index","0","Units",,,99.5038666434948,,
"CHL","Chile","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units",,,98.0768985079896,,
"CHL","Chile","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units",,,98.3777132801599,,
"CHL","Chile","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units",,,96.6395446867303,,
"CHL","Chile","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units",,,93.9517691265798,,
"CHL","Chile","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-05","May-2020","IDX","Index","0","Units",,,96.5052925590353,,
"CHL","Chile","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units",,,98.2256389053372,,
"CHL","Chile","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units",,,99.8576858278824,,
"CHL","Chile","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units",,,100.920705557951,,
"CHL","Chile","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units",,,101.966821334707,,
"CHL","Chile","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units",,,102.735064721169,,
"CHL","Chile","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units",,,103.101329927793,,
"CHL","Chile","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-12","Dec-2020","IDX","Index","0","Units",,,103.438422188085,,
"CHL","Chile","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-01","Jan-21","IDX","Index","0","Units",,,103.796112985322,,
"EST","Estonia","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units",,,98.7948480349684,,
"EST","Estonia","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units",,,98.7028543178189,,
"EST","Estonia","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units",,,98.4698430900724,,
"EST","Estonia","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units",,,87.4973607020786,,
"EST","Estonia","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-05","May-2020","IDX","Index","0","Units",,,90.4400611693198,,
"EST","Estonia","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units",,,93.789591095651,,
"EST","Estonia","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units",,,96.9624096459665,,
"EST","Estonia","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units",,,98.7684366866673,,
"EST","Estonia","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units",,,99.4672575903186,,
"EST","Estonia","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units",,,100.230370795377,,
"EST","Estonia","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units",,,100.646506604221,,
"EST","Estonia","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-12","Dec-2020","IDX","Index","0","Units",,,101.140073255611,,
"EST","Estonia","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-01","Jan-21","IDX","Index","0","Units",,,101.649454709959,,
"ISR","Israel","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units",,,100.019532453858,,
"ISR","Israel","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units",,,99.8166592130272,,
"ISR","Israel","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units",,,94.8142380719282,,
"ISR","Israel","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units",,,93.0230976412793,,
"ISR","Israel","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-05","May-2020","IDX","Index","0","Units",,,94.3564251552551,,
"ISR","Israel","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units",,,94.4433218292568,,
"ISR","Israel","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units",,,94.3430663759341,,
"ISR","Israel","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units",,,94.3754169511024,,
"ISR","Israel","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units",,,94.3295474237994,,
"ISR","Israel","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units",,,94.6365081819524,,
"ISR","Israel","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units",,,95.0019917652872,,
"ISR","Israel","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-12","Dec-2020","IDX","Index","0","Units",,,95.1463360283698,,
"SVN","Slovenia","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units",,,98.4971317504494,,
"SVN","Slovenia","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units",,,98.3553265677037,,
"SVN","Slovenia","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units",,,98.1249178548184,,
"SVN","Slovenia","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units",,,91.5357947014311,,
"SVN","Slovenia","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-05","May-2020","IDX","Index","0","Units",,,89.0386707427805,,
"SVN","Slovenia","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units",,,89.9729406473558,,
"SVN","Slovenia","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units",,,92.1383712487063,,
"SVN","Slovenia","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units",,,95.2398225169112,,
"SVN","Slovenia","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units",,,97.4407594574761,,
"SVN","Slovenia","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units",,,97.8572756987828,,
"SVN","Slovenia","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units",,,98.388801274919,,
"SVN","Slovenia","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-12","Dec-2020","IDX","Index","0","Units",,,98.6408231594292,,
"SVN","Slovenia","LOLITOAA","Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted","STSA","Level, rate or national currency, s.a.","M","Monthly","2021-01","Jan-21","IDX","Index","0","Units",,,98.7700325273862,,
"AUS","Australia","LOLITONO","Leading Indicators OECD > Leading indicators > CLI > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units",,,100.20982307453,,
"AUS","Australia","LOLITONO","Leading Indicators OECD > Leading indicators > CLI > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units",,,100.199778674675,,
"AUS","Australia","LOLITONO","Leading Indicators OECD > Leading indicators > CLI > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units",,,98.3557342959809,,
"AUS","Australia","LOLITONO","Leading Indicators OECD > Leading indicators > CLI > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units",,,97.3387011693547,,
"AUS","Australia","LOLITONO","Leading Indicators OECD > Leading indicators > CLI > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-05","May-2020","IDX","Index","0","Units",,,96.8861351928211,,
"AUS","Australia","LOLITONO","Leading Indicators OECD > Leading indicators > CLI > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units",,,97.5858279071364,,
"AUS","Australia","LOLITONO","Leading Indicators OECD > Leading indicators > CLI > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units",,,98.1801079720659,,
"AUS","Australia","LOLITONO","Leading Indicators OECD > Leading indicators > CLI > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units",,,98.8409941563035,,
"AUS","Australia","LOLITONO","Leading Indicators OECD > Leading indicators > CLI > Normalised","STSA","Level, rate or national currency, s.a.","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units",,,99.0312122353015,,
